TP,TN,FP,FN,Accuracy,MCC,F1_macro,F1_weighted,Run
44,314,14,41,0.8668280871670703,0.5526867150090099,0.7674287645005068,0.8568881549004139,1
45,311,13,44,0.8619854721549637,0.5508760717473437,0.7641489585524932,0.8505834724494126,2
52,304,17,40,0.8619854721549637,0.5713882683921364,0.7801242236024845,0.8545140089934279,3
51,295,19,48,0.837772397094431,0.5173159365574621,0.7507858024191005,0.8274338264158058,4
53,307,14,39,0.8716707021791767,0.6009921141514566,0.7936031984007996,0.8639868927521711,5
44,305,20,44,0.8450363196125908,0.49614865624095655,0.7419959394034046,0.8355613421220908,6
58,303,22,30,0.87409200968523,0.612768172096783,0.805724417426545,0.8718595985094362,7
56,302,22,33,0.8668280871670703,0.5896608888617929,0.7935994475389132,0.8635536358015835,8
57,302,18,36,0.8692493946731235,0.6031317785985176,0.7982522796352584,0.864033280098913,9
62,285,28,38,0.8401937046004843,0.5505165111743431,0.774428997020854,0.8372446145744917,10
49,303,17,44,0.8523002421307506,0.5400514567991846,0.7624489641971467,0.8427491220354463,11
52,305,14,42,0.864406779661017,0.5827736968204388,0.782957957957958,0.8553926808164096,12
53,303,13,44,0.8619854721549637,0.5845224349166956,0.7821669488937623,0.8520879752705746,13
47,316,14,36,0.8789346246973365,0.5916421445905428,0.7897319973932877,0.8716392425386411,14
56,288,18,51,0.8329297820823245,0.5307144383686867,0.7559038931003469,0.8219735133909225,15
46,294,22,51,0.8232445520581114,0.46248570609903866,0.7235685141887864,0.8115888863395209,16
55,292,14,52,0.8401937046004843,0.5499743585327087,0.7617307692307693,0.8276131495623021,17
45,300,18,50,0.8353510895883777,0.48819225542017186,0.7339119229894642,0.8226214686818475,18
56,306,11,40,0.8765133171912833,0.6285961803103808,0.8050967437470504,0.8682289946717523,19
52,298,16,47,0.847457627118644,0.5459701474262332,0.7635775489991186,0.8368873733718746,20
46,299,19,49,0.8353510895883777,0.4905327176424392,0.736448948948949,0.8236235630303427,21
57,301,19,36,0.8668280871670703,0.5966703928434771,0.7954211810903065,0.8618530158420499,22
59,298,15,41,0.864406779661017,0.6055042309311953,0.7961356744940413,0.856979797508961,23
51,297,20,45,0.8426150121065376,0.5241021596458825,0.75607207436417,0.8338199981083295,24
56,298,24,35,0.8571428571428571,0.5672293838678378,0.7824472121780278,0.8537476005535467,25
51,299,16,47,0.847457627118644,0.5419189944093716,0.7614358410122404,0.8367049038553435,26
63,296,18,36,0.8692493946731235,0.6225561568296438,0.8082043343653251,0.8645334672673708,27
52,314,13,34,0.8861985472154964,0.6298616346755361,0.8095560461123374,0.8800554459820371,28
58,291,18,46,0.8450363196125908,0.5594449794889474,0.772686618507052,0.8363419349303801,29
57,301,14,41,0.8668280871670703,0.6056930056646798,0.7954211810903065,0.8589265032979203,30
