TP,TN,FP,FN,Accuracy,MCC,F1_macro,F1_weighted,Run
61,303,16,33,0.8813559322033898,0.6446309304711286,0.8193205660461587,0.8769980759030886,1
65,293,21,34,0.8668280871670703,0.6199842175215284,0.8084496352827086,0.8634994912262952,2
55,313,13,32,0.8910411622276029,0.6512548939084081,0.8213066679486564,0.8859056762148123,3
55,309,21,28,0.8813559322033898,0.6194573572435131,0.8091803155026261,0.87936684040455,4
73,296,14,30,0.8934624697336562,0.7040801145650474,0.849619331347236,0.890316773705931,5
61,302,15,35,0.8789346246973365,0.6410519770069737,0.8164248630965081,0.8737470926142803,6
52,305,11,45,0.864406779661017,0.5910154842007059,0.782957957957958,0.853461088206851,7
65,307,10,31,0.9007263922518159,0.7072904654838138,0.8488192491406634,0.8962220533867986,8
53,304,17,39,0.864406779661017,0.5801734668479241,0.7849918191283652,0.8574461058294697,9
58,304,13,38,0.8765133171912833,0.6304529242655389,0.8086103968088103,0.8696126139003816,10
50,306,17,40,0.8619854721549637,0.563182830231847,0.7758704407186312,0.8542485747993557,11
64,302,16,31,0.8861985472154964,0.6638255632169994,0.829615975422427,0.8826324187411433,12
53,306,20,34,0.8692493946731235,0.5856333523076542,0.7907094594594595,0.8649033113016164,13
57,313,17,26,0.8958837772397095,0.6637622710533829,0.8309198061561605,0.8935998876313034,14
68,304,17,24,0.9007263922518159,0.7062075596590686,0.8525937339496661,0.8992987286581081,15
63,301,13,36,0.8813559322033898,0.6554659979364899,0.8223655913978496,0.8756551849826865,16
60,317,9,27,0.9128329297820823,0.7236924024251584,0.8577497129735936,0.9089749612896589,17
68,291,17,37,0.8692493946731235,0.6380525444817112,0.815441906653426,0.8644236109942267,18
64,303,8,38,0.8886198547215496,0.6839694565359369,0.8325400183343911,0.8815805447147933,19
60,309,14,30,0.8934624697336562,0.6709960575770192,0.8326210301377939,0.889552979639143,20
75,289,15,34,0.8813559322033898,0.6819392948125579,0.837809461982961,0.8774896568099873,21
74,290,16,33,0.8813559322033898,0.6784777470682829,0.8366838023451938,0.877840070131217,22
70,296,10,37,0.8861985472154964,0.6890404236478672,0.8375553379695881,0.8803871903586843,23
59,303,18,33,0.8765133171912833,0.6252557564699863,0.810299640647375,0.8724428042889939,24
66,296,17,34,0.8765133171912833,0.6474769824502412,0.8209978838946537,0.872410002556315,25
62,305,19,27,0.8886198547215496,0.6606446899749516,0.829644906743185,0.886678292648188,26
70,300,11,32,0.8958837772397095,0.7069458670526706,0.8490766472052962,0.8916100827583064,27
68,298,12,35,0.8861985472154964,0.6803974054354862,0.8350372655499749,0.8810824190489444,28
60,305,14,34,0.8837772397094431,0.6498755473155541,0.8206686930091185,0.8786255216114573,29
57,309,17,30,0.8861985472154964,0.6411920963889077,0.8186989212160837,0.8827164236520345,30
