TP,TN,FP,FN,Accuracy,MCC,F1_macro,F1_weighted,Run
72,297,22,22,0.8934624697336562,0.6969919295671313,0.8484959647835656,0.8934624697336562,1
72,300,19,22,0.9007263922518159,0.714593503056687,0.857207909938019,0.9001537806424239,2
75,299,20,19,0.9055690072639225,0.732445764898899,0.8662131519274376,0.9057447030466745,3
72,295,24,22,0.8886198547215496,0.6856421711336954,0.842783846408474,0.8890309399979002,4
71,301,18,23,0.9007263922518159,0.7126927430437423,0.8560963380329569,0.8997561736818408,5
67,302,17,27,0.8934624697336562,0.6869413066452377,0.8424538770980718,0.8912918913236313,6
68,302,17,26,0.8958837772397095,0.6949614983965855,0.8466579744933643,0.8939904771340809,7
74,296,23,20,0.8958837772397095,0.7073219275700244,0.8535762872572865,0.8964555000773097,8
68,301,18,26,0.8934624697336562,0.6887278191278364,0.8437220502235981,0.8917546441710791,9
68,304,15,26,0.9007263922518159,0.7077102634344755,0.8525937339496662,0.8984829208902751,10
70,299,20,24,0.8934624697336562,0.6926463151431869,0.84616686983611,0.8926363457179787,11
69,299,20,25,0.8910411622276029,0.6846026439954944,0.8420569563776356,0.8899762881873863,12
71,299,20,23,0.8958837772397095,0.7006605828054165,0.8502424421301177,0.8952832333566886,13
65,303,16,29,0.8910411622276029,0.677221984782697,0.8368663594470046,0.888082034344629,14
68,301,18,26,0.8934624697336562,0.6887278191278364,0.8437220502235981,0.8917546441710791,15
67,306,13,27,0.9031476997578692,0.7129683061776245,0.8543826246386009,0.9002911681609247,16
68,300,19,26,0.8910411622276029,0.6825843159280894,0.8408068868045742,0.8895254728829426,17
69,304,15,25,0.9031476997578692,0.7156347842325431,0.856776251907338,0.9011744466578465,18
70,301,18,24,0.8983050847457628,0.7047341600282653,0.8520066889632106,0.897102529011151,19
73,301,18,21,0.9055690072639225,0.7285264233079575,0.8641733777459206,0.9050243279281593,20
75,296,23,19,0.8983050847457628,0.7153048652770906,0.8575019716088328,0.8990436026305939,21
70,302,17,24,0.9007263922518159,0.7109081702914273,0.8549573857552786,0.8993454308489033,22
70,299,20,24,0.8934624697336562,0.6926463151431869,0.84616686983611,0.8926363457179787,23
73,295,24,21,0.8910411622276029,0.6936992845889379,0.8467658820134393,0.8916394768250915,24
69,301,18,25,0.8958837772397095,0.6967462431097583,0.8478821362799264,0.8944354518659229,25
66,305,14,28,0.8983050847457628,0.6983558348138531,0.8471017558705309,0.8953057265689709,26
73,298,21,21,0.8983050847457628,0.7107650236777162,0.855382511838858,0.8983050847457628,27
68,301,18,26,0.8934624697336562,0.6887278191278364,0.8437220502235981,0.8917546441710791,28
71,302,17,23,0.9031476997578692,0.7188370386062124,0.8590539894887721,0.9020024085820486,29
71,298,21,23,0.8934624697336562,0.694768020405246,0.8473454301075268,0.8930561522039104,30
