TP,TN,FP,FN,Accuracy,MCC,F1_macro,F1_weighted,Run
78,292,26,17,0.8958837772397095,0.7167954498520765,0.8576695278625985,0.8974909185686535,1
60,307,17,29,0.8886198547215496,0.656334311661432,0.8265972982840453,0.8856066131132497,2
68,301,20,24,0.8934624697336562,0.6877647201725989,0.8437220502235983,0.8926085569523676,3
70,306,18,19,0.910411622276029,0.7339709567049633,0.8669748330765281,0.9102275680845059,4
72,302,21,18,0.9055690072639225,0.7264140653837152,0.8631160288606174,0.9061227417648352,5
67,301,23,22,0.8910411622276029,0.6790716172223602,0.8395257872604975,0.891261313402676,6
80,298,15,20,0.9152542372881356,0.7655242049140923,0.8825226543134626,0.9145035129079824,7
63,309,23,18,0.9007263922518159,0.692833237763075,0.8461377699835535,0.9018359170946668,8
72,305,11,25,0.9128329297820823,0.7484003844366839,0.8721362229102168,0.9103876340902106,9
70,300,21,22,0.8958837772397095,0.6981730611354989,0.8490766472052962,0.8956802679786905,10
70,302,16,25,0.9007263922518159,0.7115579700238598,0.8549573857552786,0.898950870448071,11
78,293,26,16,0.8983050847457628,0.722818011548947,0.8604999034935341,0.9000634652691223,12
72,299,17,25,0.8983050847457628,0.7098184475262532,0.8542842741935484,0.8967536905412795,13
80,301,14,18,0.9225181598062954,0.7831771506604106,0.8914300736067298,0.9219554795130908,14
72,305,17,19,0.9128329297820823,0.7443563620265626,0.8721362229102165,0.9124836018261007,15
81,294,16,22,0.9079903147699758,0.749956653966048,0.8746485623003195,0.9070511104750559,16
73,297,23,20,0.8958837772397095,0.7051542606059377,0.8524914239199952,0.8964649248288127,17
66,300,15,32,0.8861985472154964,0.6705439617573817,0.8323936000276307,0.8822896407958651,18
82,292,20,19,0.9055690072639225,0.7452993625294891,0.8726407261858637,0.9057258086023895,19
75,285,21,32,0.8716707021791767,0.6558664752441845,0.8269220125089943,0.8693267231964531,20
74,292,24,23,0.8861985472154964,0.6845074019392456,0.8422447072209354,0.8864001703347375,21
78,295,22,18,0.9031476997578692,0.7327232484816916,0.8662131519274376,0.903828520916034,22
77,295,20,21,0.9007263922518159,0.7247859292475057,0.862383680767199,0.90055050825418,23
82,289,25,17,0.8983050847457628,0.7294866459940005,0.864187284685249,0.8996236470669421,24
69,298,23,23,0.8886198547215496,0.6783489096573209,0.8391744548286604,0.8886198547215496,25
65,302,18,28,0.8886198547215496,0.6699026131344883,0.8339335664335664,0.8863124163971621,26
77,291,21,24,0.8910411622276029,0.7022589850993939,0.8510495059027193,0.8904805315314598,27
71,300,18,24,0.8983050847457628,0.7070301876180646,0.8531592848435595,0.8971222253596788,28
75,305,17,16,0.9200968523002422,0.7683711023880457,0.8841751013435994,0.9202530338261405,29
74,287,26,26,0.87409200968523,0.6569329073482428,0.8284664536741214,0.87409200968523,30
