TP,TN,FP,FN,Accuracy,MCC,F1_macro,F1_weighted,Run
79,283,26,25,0.8765133171912833,0.6733391851813667,0.8366614192767907,0.8767086696320406,1
71,284,29,29,0.8595641646489104,0.6173482428115016,0.8086741214057509,0.8595641646489104,2
71,289,29,24,0.8716707021791767,0.6446468272732393,0.8221057336746718,0.8728075133834086,3
73,287,21,32,0.8716707021791767,0.6512042992531956,0.8245694180632028,0.8692496081358322,4
76,288,22,27,0.8813559322033898,0.6782494897629796,0.8389094527363183,0.8803548359895437,5
77,290,26,20,0.8886198547215496,0.6971509088312807,0.8482587859424919,0.8897567862364526,6
76,289,17,31,0.8837772397094431,0.6867441086354815,0.8416613418530351,0.8810090586296792,7
67,295,24,27,0.8765133171912833,0.6449289018003345,0.8223805708985117,0.8758010442137469,8
53,305,28,27,0.8668280871670703,0.5756994222626574,0.7878391631252043,0.8671415352783475,9
64,294,23,32,0.8668280871670703,0.6154102879475891,0.8069585022393324,0.8644853642785936,10
61,301,14,37,0.8765133171912833,0.6378382784476438,0.8135506200816154,0.8704793920516067,11
80,291,22,20,0.8983050847457628,0.7248425013635525,0.8623857578065499,0.898645552299689,12
76,291,15,31,0.8886198547215496,0.6989992760117799,0.8472141800167278,0.8855385021853769,13
64,299,19,31,0.8789346246973365,0.6447662451909332,0.8209703148841725,0.8759747450473025,14
65,291,28,29,0.8619854721549637,0.6060030635121673,0.8029926439205644,0.8617244419415373,15
56,316,16,25,0.9007263922518159,0.6731171992037662,0.8355524478241024,0.898470371098549,16
75,278,28,32,0.8547215496368039,0.6171317728698755,0.8084415584415583,0.8538096286280303,17
63,298,24,28,0.87409200968523,0.6279274983573658,0.8138091274795394,0.8730659180732182,18
57,294,42,20,0.8498789346246973,0.5612948761794483,0.7761713286713288,0.8567209908735333,19
83,283,18,29,0.8861985472154964,0.704650926624996,0.8513353093000635,0.8842810691301476,20
53,309,28,23,0.8765133171912833,0.5994848949731848,0.7994630259061437,0.8780182056929462,21
59,300,25,29,0.8692493946731235,0.6037945301570906,0.8017388521442286,0.8681288877431832,22
56,302,32,23,0.8668280871670703,0.5888454757821364,0.7935994475389131,0.8695071837388321,23
70,294,21,28,0.8813559322033898,0.6647208424410487,0.8319088319088319,0.8798107103191849,24
64,304,27,18,0.8910411622276029,0.6726633654382976,0.8354858412484842,0.89312448676432,25
62,299,23,29,0.87409200968523,0.6252501982376363,0.8122727272727273,0.8725269645608629,26
59,298,23,33,0.864406779661017,0.5942047127749285,0.7961356744940413,0.8615502480640724,27
69,294,26,24,0.8789346246973365,0.6557463255139573,0.8278363236176883,0.8793888318180446,28
61,307,21,24,0.8910411622276029,0.6624491808123006,0.8311268207136562,0.8903104995262134,29
58,319,17,19,0.9128329297820823,0.7098490517634876,0.8548727159144152,0.9123887902122151,30
