data type,model,MCC Original,MCC Oversampled,weighted f1-score Original,weighted f1-score Oversampled,macro f1-score Original,macro f1-score Oversampled
all,cnn,0.7011398656426079,0.6758905395208343,0.896054617142484,0.8872131962339085,0.8476059809705776,0.8368337857152295
all,rf,0.6812844928296059,0.6936817362548144,0.8896062860491002,0.8922252575287575,0.8356348434693511,0.8457900889632568
all,svm,0.6787269502773684,0.654215331492478,0.8859249590319862,0.8795887543122733,0.829081732742711,0.8264359648727185
