data type,model,MCC Original,MCC Oversampled,weighted f1-score Original,weighted f1-score Oversampled,macro f1-score Original,macro f1-score Oversampled
all,cnn,0.7107416271851995,0.70453463667731,0.8992596428154781,0.8968345230589112,0.8538011378012202,0.851620845926328
all,rf,0.7114324681458684,0.7119392865347857,0.8968982041279064,0.8981357759182397,0.8510670417736301,0.8554956732169858
all,svm,0.699792689715425,0.6701575234983511,0.8923390579129112,0.8838514110682022,0.8413423450851079,0.8346398163153373
