data type,model,MCC Original,MCC Oversampled,weighted f1-score Original,weighted f1-score Oversampled,macro f1-score Original,macro f1-score Oversampled
all,cnn,0.6585636849534863,0.6411578842758856,0.8812100342697367,0.8741348735426109,0.8278487294962001,0.8202120154183259
all,rf,0.6423748217619408,0.645276729647174,0.8750519766466834,0.8766781333398475,0.816677297641343,0.8218294019466889
all,svm,0.6304567390242809,0.636666458336793,0.8680742645127075,0.8715907192154525,0.8042709049358254,0.8177375536048661
